Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Salmon_River_km,Nearest_Salmon_River,River_Zone,Salmon_Index,Trout_Score,Salmon_Distance_Category,Salmon_Pressure,Trout_Pressure
11015,3,65.90735,12.220967,Zone 3: Mid (63-66°N),Brattholmen,Occasional (3-5 years),Mid-Fjord,False,46.3,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
11041,7,66.07035,12.065617,Zone 4: Northern (66-69°N),Nord-Gåsvær,Recurrent (6-8 years),Inner Fjord,False,59.8,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11072,3,66.69935,13.624117,Zone 4: Northern (66-69°N),Rendalsvik,Occasional (3-5 years),Inner Fjord,False,47.6,Ranfjorden rivers,Zone 4,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
11074,1,66.66908,13.391633,Zone 4: Northern (66-69°N),Kvalvika,Sporadic (0-2 years),Inner Fjord,False,49.3,Ranfjorden rivers,Zone 4,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
11076,2,66.67648,13.316867,Zone 4: Northern (66-69°N),Digermulen,Sporadic (0-2 years),Inner Fjord,False,51.8,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
11087,4,66.64097,12.994583,Zone 4: Northern (66-69°N),Bukkøya Ø,Occasional (3-5 years),Inner Fjord,False,58.8,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
11088,2,66.584,13.003933,Zone 4: Northern (66-69°N),Ørnstolen,Sporadic (0-2 years),Inner Fjord,False,54.6,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
11112,3,67.107864,14.268983,Zone 4: Northern (66-69°N),Kjerkvika,Occasional (3-5 years),Inner Fjord,False,30.0,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11116,4,67.05762,14.025033,Zone 4: Northern (66-69°N),Langholmen,Occasional (3-5 years),Inner Fjord,False,38.7,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11119,0,67.14978,13.991,Zone 4: Northern (66-69°N),Arnøysundet,Sporadic (0-2 years),Inner Fjord,False,42.9,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11122,3,67.073,13.947583,Zone 4: Northern (66-69°N),Røssøya N,Occasional (3-5 years),Inner Fjord,False,42.3,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11129,5,67.083916,13.85685,Zone 4: Northern (66-69°N),Nordfugløy,Occasional (3-5 years),Inner Fjord,False,46.4,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11137,1,66.807884,13.56575,Zone 4: Northern (66-69°N),Vassdalsvik,Sporadic (0-2 years),Inner Fjord,False,59.8,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
11138,4,66.7146,13.561517,Zone 4: Northern (66-69°N),Skålsvika,Occasional (3-5 years),Inner Fjord,False,50.2,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
11144,5,66.76923,13.170633,Zone 4: Northern (66-69°N),Svinvær,Occasional (3-5 years),Inner Fjord,False,64.0,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
11162,0,68.43512,14.848083,Zone 4: Northern (66-69°N),Bullatholmen,Sporadic (0-2 years),Inner Fjord,False,150.7,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11168,3,68.270386,14.769483,Zone 4: Northern (66-69°N),Oddværsætra,Occasional (3-5 years),Inner Fjord,False,133.2,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11179,4,68.20737,14.446867,Zone 4: Northern (66-69°N),Alterosen,Occasional (3-5 years),Inner Fjord,False,130.0,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11193,1,68.11055,13.74305,Zone 4: Northern (66-69°N),Gamskjæran,Sporadic (0-2 years),Inner Fjord,False,132.9,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11198,3,68.09026,13.735617,Zone 4: Northern (66-69°N),Geiterøya I,Occasional (3-5 years),Inner Fjord,False,131.2,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11201,5,68.088165,13.68965,Zone 4: Northern (66-69°N),Kolvikodden Ø,Occasional (3-5 years),Inner Fjord,False,131.9,Beiarvassdraget,Zone 4,75,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11205,7,68.092636,13.634483,Zone 4: Northern (66-69°N),Oterholmen I,Recurrent (6-8 years),Inner Fjord,False,133.3,Beiarvassdraget,Zone 4,75,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11225,4,68.91838,14.981183,Zone 4: Northern (66-69°N),Juvågen,Occasional (3-5 years),Inner Fjord,False,141.3,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11238,6,68.80405,14.8663,Zone 4: Northern (66-69°N),Langøyhovden,Recurrent (6-8 years),Inner Fjord,False,147.6,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11241,1,68.57475,14.850883,Zone 4: Northern (66-69°N),Bergvikodden,Sporadic (0-2 years),Inner Fjord,False,154.8,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11248,3,68.81738,14.7101,Zone 4: Northern (66-69°N),Bonhammaren,Occasional (3-5 years),Inner Fjord,False,153.6,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11251,4,68.78958,14.627,Zone 4: Northern (66-69°N),Hysjorda,Occasional (3-5 years),Inner Fjord,False,157.4,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11252,2,68.78075,14.593733,Zone 4: Northern (66-69°N),Vindhammeren,Sporadic (0-2 years),Inner Fjord,False,158.9,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11269,0,67.53132,15.443567,Zone 4: Northern (66-69°N),Jektvika I,Sporadic (0-2 years),Inner Fjord,False,48.1,Saltdalselva,Zone 4,85,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11272,0,67.13742,15.405083,Zone 4: Northern (66-69°N),Øksengård,Sporadic (0-2 years),Inner Fjord,False,4.2,Saltdalselva,Zone 4,85,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
11273,0,67.243034,15.398867,Zone 4: Northern (66-69°N),Skysselvika V,Sporadic (0-2 years),Inner Fjord,False,16.0,Saltdalselva,Zone 4,85,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
11274,0,67.533035,15.386383,Zone 4: Northern (66-69°N),Bjørnsvik,Sporadic (0-2 years),Inner Fjord,False,48.3,Saltdalselva,Zone 4,85,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11290,2,68.19825,16.134117,Zone 4: Northern (66-69°N),Stormneset,Sporadic (0-2 years),Inner Fjord,False,126.4,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11298,3,68.42792,15.86515,Zone 4: Northern (66-69°N),Storøya Nø,Occasional (3-5 years),Inner Fjord,False,124.4,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11303,3,67.962,15.8058,Zone 4: Northern (66-69°N),Veggfjell,Occasional (3-5 years),Inner Fjord,False,97.7,Saltdalselva,Zone 4,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11312,3,67.93948,15.503168,Zone 4: Northern (66-69°N),Svartfjell,Occasional (3-5 years),Inner Fjord,False,93.7,Saltdalselva,Zone 4,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11315,4,67.72638,15.37989,Zone 4: Northern (66-69°N),Vinkfjorden,Occasional (3-5 years),Inner Fjord,False,69.9,Saltdalselva,Zone 4,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11318,4,68.37497,15.317333,Zone 4: Northern (66-69°N),Hallvardøy,Occasional (3-5 years),Inner Fjord,False,142.2,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
11320,4,67.97493,15.310767,Zone 4: Northern (66-69°N),Oksøy,Occasional (3-5 years),Inner Fjord,False,97.7,Saltdalselva,Zone 4,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11326,3,69.017,17.45725,Zone 5: Arctic (69-71°N),Skøyen,Occasional (3-5 years),Inner Fjord,False,41.7,Målselva,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
11330,3,68.72655,17.343483,Zone 4: Northern (66-69°N),Åmundsvika,Occasional (3-5 years),Inner Fjord,False,55.7,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11332,4,68.78055,17.282284,Zone 4: Northern (66-69°N),Myrlandshaug,Occasional (3-5 years),Inner Fjord,False,54.7,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11334,3,68.732086,17.226,Zone 4: Northern (66-69°N),Skjærvika,Occasional (3-5 years),Inner Fjord,False,59.4,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11338,2,68.71948,17.138817,Zone 4: Northern (66-69°N),Ytre Stræte,Sporadic (0-2 years),Inner Fjord,False,63.1,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11339,3,68.92402,17.149817,Zone 4: Northern (66-69°N),Ånderkleiva,Occasional (3-5 years),Inner Fjord,False,54.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11340,9,68.892365,17.110233,Zone 4: Northern (66-69°N),Bjørnstein,Persistent (9-10 years),Inner Fjord,True,57.0,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11350,2,69.25753,17.0887,Zone 5: Arctic (69-71°N),Lavika,Sporadic (0-2 years),Inner Fjord,False,63.1,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11351,3,68.71678,17.022867,Zone 4: Northern (66-69°N),Trollvika,Occasional (3-5 years),Inner Fjord,False,67.3,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11353,1,69.32917,17.060183,Zone 5: Arctic (69-71°N),Finnstein,Sporadic (0-2 years),Inner Fjord,False,67.9,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11355,1,69.24668,17.025682,Zone 5: Arctic (69-71°N),Flesen,Sporadic (0-2 years),Inner Fjord,False,64.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11357,4,69.14665,17.010267,Zone 5: Arctic (69-71°N),Skarvberget,Occasional (3-5 years),Inner Fjord,False,61.6,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11363,5,68.7276,16.910467,Zone 4: Northern (66-69°N),Enkeltstein,Occasional (3-5 years),Inner Fjord,False,70.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11364,3,69.1959,16.91595,Zone 5: Arctic (69-71°N),Årberg,Occasional (3-5 years),Inner Fjord,False,66.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11365,4,69.050316,16.887266,Zone 5: Arctic (69-71°N),Gjervika,Occasional (3-5 years),Inner Fjord,False,64.7,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11378,4,68.98167,16.534666,Zone 4: Northern (66-69°N),Øvergården,Occasional (3-5 years),Inner Fjord,False,78.7,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11381,3,68.96087,16.530416,Zone 4: Northern (66-69°N),Dypingen,Occasional (3-5 years),Inner Fjord,False,79.0,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11385,3,68.98158,16.48835,Zone 4: Northern (66-69°N),Vestnes,Occasional (3-5 years),Inner Fjord,False,80.5,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11399,1,68.6565,15.90035,Zone 4: Northern (66-69°N),Bogelva,Sporadic (0-2 years),Inner Fjord,False,111.6,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11405,1,68.630714,15.483317,Zone 4: Northern (66-69°N),Innerbrokløysa,Sporadic (0-2 years),Inner Fjord,False,128.5,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11410,1,68.611664,15.381083,Zone 4: Northern (66-69°N),Litleøya,Sporadic (0-2 years),Inner Fjord,False,133.1,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11413,2,68.88583,15.314567,Zone 4: Northern (66-69°N),Sandan Sø,Sporadic (0-2 years),Inner Fjord,False,128.4,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11414,2,68.86898,15.30105,Zone 4: Northern (66-69°N),Toften,Sporadic (0-2 years),Inner Fjord,False,129.2,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
11433,2,69.500565,17.919018,Zone 5: Arctic (69-71°N),Finnvika Sør,Sporadic (0-2 years),Inner Fjord,False,60.4,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11435,0,59.429016,5.096417,Zone 1: Southern (58-60°N),Bryggelandsholmane,Sporadic (0-2 years),Mid-Fjord,False,59.9,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11438,2,59.179733,5.472633,Zone 1: Southern (58-60°N),Lauplandsholmen,Sporadic (0-2 years),Mid-Fjord,False,58.8,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11486,2,59.7604,5.341183,Zone 1: Southern (58-60°N),Stokkavik,Sporadic (0-2 years),Mid-Fjord,False,46.3,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11488,5,60.044117,5.303317,Zone 2: Western (60-63°N),Brattavika,Occasional (3-5 years),Mid-Fjord,False,66.7,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11492,5,59.839317,5.30495,Zone 1: Southern (58-60°N),Storevikholmen,Occasional (3-5 years),Mid-Fjord,False,52.1,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11511,5,59.626266,5.250717,Zone 1: Southern (58-60°N),Hattasteinen,Occasional (3-5 years),Mid-Fjord,False,48.0,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11513,4,59.6365,5.247133,Zone 1: Southern (58-60°N),Andal,Occasional (3-5 years),Mid-Fjord,False,48.3,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11525,1,60.08255,5.1457,Zone 2: Western (60-63°N),Stille S,Sporadic (0-2 years),Mid-Fjord,False,75.8,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11530,7,59.62327,5.159667,Zone 1: Southern (58-60°N),Gissøysundet S,Recurrent (6-8 years),Mid-Fjord,False,53.1,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11533,1,60.1749,5.0917,Zone 2: Western (60-63°N),Usholmsvika,Sporadic (0-2 years),Mid-Fjord,False,85.4,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11534,6,59.596783,5.161567,Zone 1: Southern (58-60°N),Klungsholmen,Recurrent (6-8 years),Mid-Fjord,False,53.0,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11543,6,60.020782,5.07965,Zone 2: Western (60-63°N),Buholmen Ø,Recurrent (6-8 years),Mid-Fjord,False,74.0,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11552,1,60.249683,4.978117,Zone 2: Western (60-63°N),Stuholmen,Sporadic (0-2 years),Mid-Fjord,False,87.5,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11559,4,59.65735,5.404167,Zone 1: Southern (58-60°N),Grimsholmen,Occasional (3-5 years),Mid-Fjord,False,39.8,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11571,7,59.776585,5.321817,Zone 1: Southern (58-60°N),Holevik,Recurrent (6-8 years),Mid-Fjord,False,48.0,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11574,3,59.671185,5.31215,Zone 1: Southern (58-60°N),Breivik S,Occasional (3-5 years),Mid-Fjord,False,45.1,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11575,1,59.8616,5.288267,Zone 1: Southern (58-60°N),Koløy N,Sporadic (0-2 years),Mid-Fjord,False,54.2,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11605,2,59.90708,5.159833,Zone 1: Southern (58-60°N),Soløy Ø,Sporadic (0-2 years),Mid-Fjord,False,63.0,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11611,6,60.13907,5.112783,Zone 2: Western (60-63°N),Naveide,Recurrent (6-8 years),Mid-Fjord,False,81.6,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11633,8,59.7879,5.100533,Zone 1: Southern (58-60°N),Krossholmen,Recurrent (6-8 years),Mid-Fjord,False,60.1,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
11640,4,60.332535,4.942783,Zone 2: Western (60-63°N),Skorpeosen,Occasional (3-5 years),Mid-Fjord,False,85.5,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11643,7,61.200916,5.262117,Zone 2: Western (60-63°N),Hatlem Ø,Recurrent (6-8 years),Mid-Fjord,False,36.4,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
11644,6,60.809,5.295667,Zone 2: Western (60-63°N),Duesund,Recurrent (6-8 years),Mid-Fjord,False,64.6,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11649,1,60.605118,5.1257,Zone 2: Western (60-63°N),Stolane,Sporadic (0-2 years),Mid-Fjord,False,69.8,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11651,2,60.434082,5.062733,Zone 2: Western (60-63°N),Ramsøy S,Sporadic (0-2 years),Mid-Fjord,False,75.7,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11652,5,60.5428,5.035883,Zone 2: Western (60-63°N),Kjeppevikholmen,Occasional (3-5 years),Mid-Fjord,False,75.1,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11657,7,60.861782,4.934883,Zone 2: Western (60-63°N),Gråvika,Recurrent (6-8 years),Mid-Fjord,False,76.0,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11665,4,60.752533,4.884617,Zone 2: Western (60-63°N),Jibbersholmane,Occasional (3-5 years),Mid-Fjord,False,84.6,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11667,5,60.53972,4.903867,Zone 2: Western (60-63°N),Gardskråneset,Occasional (3-5 years),Mid-Fjord,False,82.3,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11677,1,60.537384,5.3434,Zone 2: Western (60-63°N),Øyjordsvika,Sporadic (0-2 years),Mid-Fjord,False,58.4,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11687,6,60.578167,5.1907,Zone 2: Western (60-63°N),Ramsvik,Recurrent (6-8 years),Mid-Fjord,False,66.3,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11688,4,61.18885,5.090017,Zone 2: Western (60-63°N),Portevika,Occasional (3-5 years),Mid-Fjord,False,44.7,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
11689,5,60.960182,5.106783,Zone 2: Western (60-63°N),Kjerringneset,Occasional (3-5 years),Mid-Fjord,False,61.6,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11690,5,60.595768,5.159717,Zone 2: Western (60-63°N),Grasholmen,Occasional (3-5 years),Mid-Fjord,False,68.0,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11700,1,60.8763,5.02805,Zone 2: Western (60-63°N),Storeneset,Sporadic (0-2 years),Mid-Fjord,False,71.7,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11714,7,61.0678,4.94225,Zone 2: Western (60-63°N),Kvernhusvika,Recurrent (6-8 years),Mid-Fjord,False,59.1,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11719,8,61.05835,4.921317,Zone 2: Western (60-63°N),Kråkenes,Recurrent (6-8 years),Mid-Fjord,False,60.6,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11721,0,61.098267,4.90485,Zone 2: Western (60-63°N),Bukkeholmen,Sporadic (0-2 years),Mid-Fjord,False,58.6,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11736,10,61.0559,4.866617,Zone 2: Western (60-63°N),Fureholmen S,Persistent (9-10 years),Mid-Fjord,True,63.1,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11737,2,60.944233,4.882817,Zone 2: Western (60-63°N),Skorpa,Sporadic (0-2 years),Mid-Fjord,False,70.8,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11738,7,60.68693,4.907933,Zone 2: Western (60-63°N),Otterholmen,Recurrent (6-8 years),Mid-Fjord,False,82.2,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11740,7,60.404766,4.93995,Zone 2: Western (60-63°N),Haverøy,Recurrent (6-8 years),Mid-Fjord,False,83.1,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11749,5,60.9452,4.84605,Zone 2: Western (60-63°N),Bårøy,Occasional (3-5 years),Mid-Fjord,False,72.1,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
11754,3,60.727882,4.8641,Zone 2: Western (60-63°N),Bøøy,Occasional (3-5 years),Mid-Fjord,False,85.2,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11756,1,60.77465,4.8536,Zone 2: Western (60-63°N),Allersholmen,Sporadic (0-2 years),Mid-Fjord,False,86.4,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
