Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Salmon_River_km,Nearest_Salmon_River,River_Zone,Salmon_Index,Trout_Score,Salmon_Distance_Category,Salmon_Pressure,Trout_Pressure
11939,5,59.2051,5.966083,Zone 1: Southern (58-60°N),Smal-Skar,Occasional (3-5 years),Mid-Fjord,False,44.6,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11957,4,58.9542,5.943617,Zone 1: Southern (58-60°N),Indre Slettavikneset,Occasional (3-5 years),Mid-Fjord,False,68.6,Suldalslågen,Zone 2,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11964,1,59.405468,5.8631,Zone 1: Southern (58-60°N),RingYes,Sporadic (0-2 years),Mid-Fjord,False,25.5,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
11966,3,59.49595,5.840517,Zone 1: Southern (58-60°N),Skigelstrand,Occasional (3-5 years),Mid-Fjord,False,18.7,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
11971,3,58.97685,5.867383,Zone 1: Southern (58-60°N),Store Teistholmen Ø,Occasional (3-5 years),Mid-Fjord,False,68.6,Suldalslågen,Zone 2,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
11972,6,59.116768,5.8545,Zone 1: Southern (58-60°N),Prestholmane,Recurrent (6-8 years),Mid-Fjord,False,55.6,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12003,5,59.06428,5.722617,Zone 1: Southern (58-60°N),Rossholmen N,Occasional (3-5 years),Mid-Fjord,False,63.4,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12007,7,59.08215,5.71055,Zone 1: Southern (58-60°N),Dale II,Recurrent (6-8 years),Mid-Fjord,False,61.8,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12011,5,59.290417,5.6765,Zone 1: Southern (58-60°N),Håøya Nø,Occasional (3-5 years),Mid-Fjord,False,42.0,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12018,5,60.394608,6.275128,Zone 2: Western (60-63°N),Rossholmen,Occasional (3-5 years),Mid-Fjord,False,23.9,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12019,5,60.248016,6.2014,Zone 2: Western (60-63°N),Saltkjelen II,Occasional (3-5 years),Mid-Fjord,False,40.7,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12022,3,60.2564,6.16585,Zone 2: Western (60-63°N),Ljonesbjørgene,Occasional (3-5 years),Mid-Fjord,False,40.4,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12033,1,60.191017,5.967617,Zone 2: Western (60-63°N),Dysvik,Sporadic (0-2 years),Mid-Fjord,False,51.4,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12035,2,60.107418,5.939833,Zone 2: Western (60-63°N),Hondskår,Sporadic (0-2 years),Mid-Fjord,False,57.2,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12036,2,60.12602,5.931333,Zone 2: Western (60-63°N),Hisdalen,Sporadic (0-2 years),Mid-Fjord,False,58.8,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12040,2,59.975735,5.909183,Zone 1: Southern (58-60°N),Brandaskuta,Sporadic (0-2 years),Mid-Fjord,False,43.2,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12047,7,60.176,5.7244,Zone 2: Western (60-63°N),Mjåneset,Recurrent (6-8 years),Mid-Fjord,False,60.2,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12048,5,60.0711,5.736867,Zone 2: Western (60-63°N),Skiftesneset N,Occasional (3-5 years),Mid-Fjord,False,56.3,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12067,4,60.24995,5.571917,Zone 2: Western (60-63°N),Aldalen,Occasional (3-5 years),Mid-Fjord,False,60.0,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12071,7,59.55078,6.5131,Zone 1: Southern (58-60°N),Ommundsteigen,Recurrent (6-8 years),Mid-Fjord,False,5.7,Suldalslågen,Zone 2,95,3,Very Close to Salmon River (<20km),Very High Salmon Pressure,High Sea Trout
12074,4,60.32422,6.318983,Zone 2: Western (60-63°N),Svåsandneset,Occasional (3-5 years),Mid-Fjord,False,31.0,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12077,7,60.10592,6.20525,Zone 2: Western (60-63°N),Tveitnesvik,Recurrent (6-8 years),Mid-Fjord,False,56.1,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12078,3,60.215935,6.156667,Zone 2: Western (60-63°N),Gangdal,Occasional (3-5 years),Mid-Fjord,False,44.8,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12081,3,60.220966,6.139567,Zone 2: Western (60-63°N),Straumneset,Occasional (3-5 years),Mid-Fjord,False,44.6,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12085,2,60.25865,6.055333,Zone 2: Western (60-63°N),Aplavika,Sporadic (0-2 years),Mid-Fjord,False,42.5,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12086,5,59.7601,6.074183,Zone 1: Southern (58-60°N),Alsåkervik,Occasional (3-5 years),Mid-Fjord,False,17.9,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
12095,4,60.1216,5.908883,Zone 2: Western (60-63°N),Bergadalen,Occasional (3-5 years),Mid-Fjord,False,59.1,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12107,0,59.719917,5.857983,Zone 1: Southern (58-60°N),Molnes,Sporadic (0-2 years),Mid-Fjord,False,19.1,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
12108,6,59.951782,5.82475,Zone 1: Southern (58-60°N),Skorpo Nv,Recurrent (6-8 years),Mid-Fjord,False,42.1,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12109,2,59.71443,5.8238,Zone 1: Southern (58-60°N),Ebne,Sporadic (0-2 years),Mid-Fjord,False,20.1,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12114,2,59.5182,5.819867,Zone 1: Southern (58-60°N),Torsneset,Sporadic (0-2 years),Mid-Fjord,False,18.3,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
12115,1,59.517033,5.81015,Zone 1: Southern (58-60°N),Ilsvåg,Sporadic (0-2 years),Mid-Fjord,False,18.8,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
12126,1,59.759167,5.721467,Zone 1: Southern (58-60°N),Rossnes,Sporadic (0-2 years),Mid-Fjord,False,27.7,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12127,5,59.69998,5.722917,Zone 1: Southern (58-60°N),Mælen,Occasional (3-5 years),Mid-Fjord,False,24.0,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12128,1,59.71765,5.72205,Zone 1: Southern (58-60°N),Dyrnes,Sporadic (0-2 years),Mid-Fjord,False,25.0,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12134,6,59.76077,5.686767,Zone 1: Southern (58-60°N),Maradalen,Recurrent (6-8 years),Mid-Fjord,False,29.4,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12154,4,60.8675,5.55215,Zone 2: Western (60-63°N),Smørdalen,Occasional (3-5 years),Mid-Fjord,False,55.0,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12156,2,60.436584,5.564833,Zone 2: Western (60-63°N),Blom,Sporadic (0-2 years),Mid-Fjord,False,49.4,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12178,8,61.0985,5.825533,Zone 2: Western (60-63°N),Bjønnspjotneset,Recurrent (6-8 years),Mid-Fjord,False,33.6,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
12179,8,61.0795,5.8099,Zone 2: Western (60-63°N),Oslandsurda,Recurrent (6-8 years),Mid-Fjord,False,35.7,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
12192,6,61.467117,5.3136,Zone 2: Western (60-63°N),Skorva,Recurrent (6-8 years),Mid-Fjord,False,27.0,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
12209,2,62.135117,6.021433,Zone 2: Western (60-63°N),Rønstad,Sporadic (0-2 years),Mid-Fjord,False,48.5,Stryneelva,Zone 2,65,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
12212,2,61.800816,5.982733,Zone 2: Western (60-63°N),Lindeneset,Sporadic (0-2 years),Mid-Fjord,False,33.8,Jølstra,Zone 2,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
12213,5,62.145317,5.94545,Zone 2: Western (60-63°N),Kvangardsnes,Occasional (3-5 years),Mid-Fjord,False,52.4,Stryneelva,Zone 2,65,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
12215,3,61.785934,5.977233,Zone 2: Western (60-63°N),Kleppeneset,Occasional (3-5 years),Mid-Fjord,False,32.1,Jølstra,Zone 2,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
12224,6,61.876534,5.722767,Zone 2: Western (60-63°N),Isane,Recurrent (6-8 years),Mid-Fjord,False,43.0,Jølstra,Zone 2,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
12236,4,61.9076,5.493317,Zone 2: Western (60-63°N),Endal Aust,Occasional (3-5 years),Mid-Fjord,False,50.3,Jølstra,Zone 2,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
12237,5,62.116566,5.420717,Zone 2: Western (60-63°N),Brudevika,Occasional (3-5 years),Mid-Fjord,False,73.2,Jølstra,Zone 2,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
12239,3,62.83145,6.962733,Zone 2: Western (60-63°N),Kråknes,Occasional (3-5 years),Mid-Fjord,False,52.8,Rauma,Zone 3,90,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12244,3,62.728065,6.939283,Zone 2: Western (60-63°N),Setevika,Occasional (3-5 years),Mid-Fjord,False,46.6,Rauma,Zone 3,90,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12260,5,62.66477,6.696767,Zone 2: Western (60-63°N),Juvika,Occasional (3-5 years),Mid-Fjord,False,48.2,Norddalselva,Zone 3,60,1,Close to Salmon River (20-50km),Moderate Salmon Pressure,Low Sea Trout
12265,7,62.4527,6.602483,Zone 2: Western (60-63°N),Gudmundset,Recurrent (6-8 years),Mid-Fjord,False,35.3,Norddalselva,Zone 3,60,1,Close to Salmon River (20-50km),Moderate Salmon Pressure,Low Sea Trout
12268,5,62.6431,6.54805,Zone 2: Western (60-63°N),Terningen,Occasional (3-5 years),Mid-Fjord,False,50.9,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
12281,3,62.6695,6.356833,Zone 2: Western (60-63°N),Rogne,Occasional (3-5 years),Mid-Fjord,False,59.9,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
12294,3,62.622368,6.224883,Zone 2: Western (60-63°N),Kjerstad,Occasional (3-5 years),Mid-Fjord,False,61.8,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
12298,4,62.55078,6.141583,Zone 2: Western (60-63°N),Røysa,Occasional (3-5 years),Mid-Fjord,False,61.4,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
12308,2,62.274883,6.00285,Zone 2: Western (60-63°N),Bjørndal,Sporadic (0-2 years),Mid-Fjord,False,59.0,Stryneelva,Zone 2,65,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
12348,6,63.617184,8.994133,Zone 3: Mid (63-66°N),Kåholmen,Recurrent (6-8 years),Mid-Fjord,False,53.5,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12357,5,63.80015,8.906083,Zone 3: Mid (63-66°N),Aursøysva,Occasional (3-5 years),Mid-Fjord,False,71.3,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12361,7,63.72368,8.8631,Zone 3: Mid (63-66°N),Bukkholmen S,Recurrent (6-8 years),Mid-Fjord,False,66.4,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12366,2,63.793617,8.854567,Zone 3: Mid (63-66°N),Raskjæret,Sporadic (0-2 years),Mid-Fjord,False,72.4,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12370,2,63.676964,8.75625,Zone 3: Mid (63-66°N),Måøydraga,Sporadic (0-2 years),Mid-Fjord,False,66.9,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12380,6,63.791096,8.60728,Zone 3: Mid (63-66°N),Langøya/Kvaløya,Recurrent (6-8 years),Mid-Fjord,False,80.7,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12383,4,63.63162,8.574817,Zone 3: Mid (63-66°N),Omsøyholman,Occasional (3-5 years),Mid-Fjord,False,71.4,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12385,1,63.80621,8.567418,Zone 3: Mid (63-66°N),Lyngvær Ø II,Sporadic (0-2 years),Mid-Fjord,False,83.3,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12392,4,63.605633,8.48855,Zone 3: Mid (63-66°N),Lille Torsøy,Occasional (3-5 years),Mid-Fjord,False,73.8,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12394,5,63.761868,8.445183,Zone 3: Mid (63-66°N),Ørnøya,Occasional (3-5 years),Mid-Fjord,False,84.8,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12406,1,63.66453,8.884083,Zone 3: Mid (63-66°N),Rauodden,Sporadic (0-2 years),Mid-Fjord,False,61.1,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12407,4,63.645,8.879483,Zone 3: Mid (63-66°N),Flesa,Occasional (3-5 years),Mid-Fjord,False,59.9,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12435,6,63.879684,8.543767,Zone 3: Mid (63-66°N),Grøttingsøy,Recurrent (6-8 years),Mid-Fjord,False,89.8,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12449,6,63.805035,8.4444,Zone 3: Mid (63-66°N),Tennøya,Recurrent (6-8 years),Mid-Fjord,False,87.8,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12466,7,63.3582,8.237267,Zone 3: Mid (63-66°N),Brettingen,Recurrent (6-8 years),Mid-Fjord,False,56.2,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12476,2,63.476818,8.060967,Zone 3: Mid (63-66°N),Kråka Nø,Sporadic (0-2 years),Mid-Fjord,False,71.9,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12483,4,63.457733,7.8561,Zone 3: Mid (63-66°N),Hjortholman,Occasional (3-5 years),Mid-Fjord,False,75.3,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12574,0,64.802666,10.9777,Zone 3: Mid (63-66°N),Edøya,Sporadic (0-2 years),Mid-Fjord,False,42.0,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12590,3,64.83839,10.665517,Zone 3: Mid (63-66°N),Helligholmen,Occasional (3-5 years),Mid-Fjord,False,54.9,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12594,3,64.295364,10.397483,Zone 3: Mid (63-66°N),Breidvika,Occasional (3-5 years),Mid-Fjord,False,57.9,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12599,7,64.2858,10.30905,Zone 3: Mid (63-66°N),Indre Skjervøy,Recurrent (6-8 years),Mid-Fjord,False,62.2,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12624,4,64.56073,10.91895,Zone 3: Mid (63-66°N),Feøyvika,Occasional (3-5 years),Mid-Fjord,False,28.7,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12625,4,64.59268,10.908333,Zone 3: Mid (63-66°N),Bjørgan,Occasional (3-5 years),Mid-Fjord,False,30.2,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12633,3,64.5256,10.748133,Zone 3: Mid (63-66°N),Lyrnesset,Occasional (3-5 years),Mid-Fjord,False,36.2,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12652,7,65.00383,11.041483,Zone 3: Mid (63-66°N),Kråkøya,Recurrent (6-8 years),Mid-Fjord,False,60.3,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12659,2,64.78657,11.727917,Zone 3: Mid (63-66°N),Digerneset,Sporadic (0-2 years),Mid-Fjord,False,33.8,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12660,3,64.79387,11.689533,Zone 3: Mid (63-66°N),Kipholmen,Occasional (3-5 years),Mid-Fjord,False,34.0,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12662,1,64.77713,11.639767,Zone 3: Mid (63-66°N),Ternskjæret II,Sporadic (0-2 years),Mid-Fjord,False,31.6,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12678,5,64.60697,11.355178,Zone 3: Mid (63-66°N),Vedøya,Occasional (3-5 years),Mid-Fjord,False,13.8,Namsen,Zone 4,100,3,Very Close to Salmon River (<20km),Very High Salmon Pressure,High Sea Trout
12695,1,64.90822,11.844233,Zone 3: Mid (63-66°N),Selvågen,Sporadic (0-2 years),Mid-Fjord,False,48.4,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12705,2,65.122986,11.674517,Zone 3: Mid (63-66°N),Skrosen,Sporadic (0-2 years),Mid-Fjord,False,69.9,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12712,2,65.03989,11.4847,Zone 3: Mid (63-66°N),Slokkholmen Ø,Sporadic (0-2 years),Mid-Fjord,False,60.2,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12714,4,64.9464,11.4623,Zone 3: Mid (63-66°N),Gjerdinga,Occasional (3-5 years),Mid-Fjord,False,49.8,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12723,1,65.01716,11.724247,Zone 3: Mid (63-66°N),Gullholmen,Sporadic (0-2 years),Mid-Fjord,False,58.6,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12727,1,64.968025,11.665157,Zone 3: Mid (63-66°N),Kvitneset,Sporadic (0-2 years),Mid-Fjord,False,52.8,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12730,0,64.94988,11.5733,Zone 3: Mid (63-66°N),Båfjorden,Sporadic (0-2 years),Mid-Fjord,False,50.3,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12744,0,63.861828,9.856519,Zone 3: Mid (63-66°N),Leikvangbukta-Sjø,Sporadic (0-2 years),Mid-Fjord,False,62.7,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12784,5,63.56,9.41005,Zone 3: Mid (63-66°N),Ringholmen,Occasional (3-5 years),Mid-Fjord,False,34.9,Orkla,Zone 3,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12789,3,63.569485,9.467983,Zone 3: Mid (63-66°N),Gunnarøya,Occasional (3-5 years),Mid-Fjord,False,34.3,Orkla,Zone 3,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12794,9,63.8012,9.607983,Zone 3: Mid (63-66°N),Rundklumpen,Persistent (9-10 years),Mid-Fjord,True,56.7,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12832,2,58.1425,8.267517,Zone 1: Southern (58-60°N),Risholmen,Sporadic (0-2 years),Coastal/Outer,False,11.8,Tovdalselva,Zone 1,60,1,Very Close to Salmon River (<20km),Moderate Salmon Pressure,Low Sea Trout
12839,5,62.28505,7.279633,Zone 2: Western (60-63°N),Vindsnes,Occasional (3-5 years),Mid-Fjord,False,4.5,Norddalselva,Zone 3,60,1,Very Close to Salmon River (<20km),Moderate Salmon Pressure,Low Sea Trout
12844,2,62.67393,7.31415,Zone 2: Western (60-63°N),Seterneset,Sporadic (0-2 years),Mid-Fjord,False,27.7,Rauma,Zone 3,90,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12855,4,62.960384,7.45015,Zone 2: Western (60-63°N),Kornstad,Occasional (3-5 years),Mid-Fjord,False,52.9,Rauma,Zone 3,90,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12870,4,63.035984,7.678117,Zone 3: Mid (63-66°N),Leite,Occasional (3-5 years),Mid-Fjord,False,54.0,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12871,3,63.093033,7.675883,Zone 3: Mid (63-66°N),Hogsnes,Occasional (3-5 years),Mid-Fjord,False,56.2,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12872,4,63.055332,7.695317,Zone 3: Mid (63-66°N),Kattholmen,Occasional (3-5 years),Mid-Fjord,False,53.8,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12879,4,63.03018,7.71615,Zone 3: Mid (63-66°N),Endresetbukta,Occasional (3-5 years),Mid-Fjord,False,52.0,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
12884,9,62.7369,7.8775,Zone 2: Western (60-63°N),Sandnesbukta,Persistent (9-10 years),Mid-Fjord,True,27.9,Rauma,Zone 3,90,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12885,1,63.075783,7.906067,Zone 3: Mid (63-66°N),Vikageilen,Sporadic (0-2 years),Mid-Fjord,False,44.8,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12890,2,62.9563,8.049217,Zone 2: Western (60-63°N),Høybuvika,Sporadic (0-2 years),Coastal/Outer,False,33.6,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12892,2,62.9066,8.11095,Zone 2: Western (60-63°N),Sjølsvik,Sporadic (0-2 years),Coastal/Outer,False,30.0,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12895,2,63.077686,8.143622,Zone 3: Mid (63-66°N),Halsbukta,Sporadic (0-2 years),Mid-Fjord,False,34.5,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12896,2,62.883934,8.149917,Zone 2: Western (60-63°N),Hegerbergtrøa,Sporadic (0-2 years),Coastal/Outer,False,27.2,Driva,Zone 3,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12897,9,62.863365,8.157583,Zone 2: Western (60-63°N),Honnhammarvika,Persistent (9-10 years),Coastal/Outer,True,25.2,Driva,Zone 3,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
12904,6,62.7838,8.27825,Zone 2: Western (60-63°N),Merraberget,Recurrent (6-8 years),Coastal/Outer,False,14.7,Driva,Zone 3,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
12966,5,59.4752,5.978667,Zone 1: Southern (58-60°N),Lindvik,Occasional (3-5 years),Mid-Fjord,False,15.5,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
12973,3,60.31815,6.183183,Zone 2: Western (60-63°N),Saltkjelen I,Occasional (3-5 years),Mid-Fjord,False,33.6,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
12978,3,61.01525,5.004667,Zone 2: Western (60-63°N),Lyngholmen,Occasional (3-5 years),Mid-Fjord,False,60.5,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
12980,9,61.175716,5.0051,Zone 2: Western (60-63°N),Klubben,Persistent (9-10 years),Mid-Fjord,True,49.4,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
12982,4,61.31025,4.76905,Zone 2: Western (60-63°N),Aldeøyna,Occasional (3-5 years),Mid-Fjord,False,56.1,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
12988,5,62.783417,6.92605,Zone 2: Western (60-63°N),Aukrasanden,Occasional (3-5 years),Mid-Fjord,False,50.7,Rauma,Zone 3,90,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
12993,7,63.732586,8.856378,Zone 3: Mid (63-66°N),Lamøya,Recurrent (6-8 years),Mid-Fjord,False,67.3,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
13000,3,65.52425,12.546567,Zone 3: Mid (63-66°N),Slåttvika,Occasional (3-5 years),Mid-Fjord,False,43.0,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
13006,3,67.14678,14.016533,Zone 4: Northern (66-69°N),Hestholmen N,Occasional (3-5 years),Inner Fjord,False,41.8,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
13020,4,60.358067,5.683283,Zone 2: Western (60-63°N),Nygård,Occasional (3-5 years),Mid-Fjord,False,47.7,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
