Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Port_km,Nearest_Port,Port_Size,Port_Traffic,Distance_to_Lane_km,Nearest_Lane,Lane_Traffic,Vessel_Score,Port_Distance_Category,Lane_Distance_Category,Vessel_Traffic_Level
19855,4,63.149746,8.12855,Zone 3: Mid (63-66°N),Segelråa,Occasional (3-5 years),Mid-Fjord,False,22.3,Kristiansund,medium,60,23.9,Ålesund-Trondheim,85,4.2,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
19875,2,63.040718,7.8497,Zone 3: Mid (63-66°N),Or,Sporadic (0-2 years),Mid-Fjord,False,10.0,Kristiansund,medium,60,25.0,Ålesund-Trondheim,85,6.5,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
19939,5,60.157417,6.050117,Zone 2: Western (60-63°N),Høysteinen,Occasional (3-5 years),Mid-Fjord,False,49.5,Bergen,major,100,64.4,Stavanger-Bergen,100,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
19977,3,63.99495,9.928317,Zone 3: Mid (63-66°N),Jektholmen,Occasional (3-5 years),Mid-Fjord,False,70.3,Trondheim,major,95,142.0,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
19995,3,63.137768,8.03015,Zone 3: Mid (63-66°N),Hagahammaren,Occasional (3-5 years),Mid-Fjord,False,17.2,Kristiansund,medium,60,25.0,Ålesund-Trondheim,85,4.7,Very Close to Port (<20km),Near Lane (10-30km),Low Vessel Traffic
20075,2,67.89243,16.236717,Zone 4: Northern (66-69°N),TYesjneluokta,Sporadic (0-2 years),Inner Fjord,False,76.4,Svolvær,medium,45,65.1,Bodø-Tromsø,75,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
20096,0,68.06018,13.5389,Zone 4: Northern (66-69°N),Sandholman,Sporadic (0-2 years),Inner Fjord,False,46.8,Svolvær,medium,45,137.8,Bodø-Tromsø,75,1.4,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
20115,5,60.2496,5.174017,Zone 2: Western (60-63°N),Skjerholmen N.,Occasional (3-5 years),Mid-Fjord,False,18.1,Bergen,major,100,69.2,Stavanger-Bergen,100,3.3,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
20315,5,62.30065,7.085433,Zone 2: Western (60-63°N),Overåneset V,Occasional (3-5 years),Mid-Fjord,False,44.9,Molde,medium,55,95.5,Ålesund-Trondheim,85,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
20316,6,68.33148,14.948217,Zone 4: Northern (66-69°N),Korsnes,Recurrent (6-8 years),Inner Fjord,False,20.6,Svolvær,medium,45,73.2,Bodø-Tromsø,75,3.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
20396,5,70.22971,23.336117,Zone 5: Arctic (69-71°N),Bergsnes V,Occasional (3-5 years),Mid-Fjord,False,36.8,Alta,small,30,75.7,Tromsø-Hammerfest,60,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
20455,3,60.0406,6.010917,Zone 2: Western (60-63°N),Djupevika,Occasional (3-5 years),Mid-Fjord,False,56.2,Bergen,major,100,52.1,Stavanger-Bergen,100,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
20559,4,63.8225,8.75505,Zone 3: Mid (63-66°N),Langskjæra,Occasional (3-5 years),Mid-Fjord,False,94.2,Trondheim,major,95,99.9,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
20576,3,68.81237,17.52025,Zone 4: Northern (66-69°N),Kvanntoneset,Occasional (3-5 years),Inner Fjord,False,41.2,Harstad,medium,50,52.4,Bodø-Tromsø,75,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
20595,5,60.162018,5.205567,Zone 2: Western (60-63°N),Kyrholmen S,Occasional (3-5 years),Mid-Fjord,False,27.0,Bergen,major,100,59.4,Stavanger-Bergen,100,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
20776,7,60.530884,4.97325,Zone 2: Western (60-63°N),Storoksen,Recurrent (6-8 years),Mid-Fjord,False,23.1,Bergen,major,100,102.4,Stavanger-Bergen,100,2.6,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
20796,6,62.59785,7.367717,Zone 2: Western (60-63°N),Skarbukta,Recurrent (6-8 years),Mid-Fjord,False,14.3,Molde,medium,55,61.7,Ålesund-Trondheim,85,4.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
20815,4,62.334,6.157667,Zone 2: Western (60-63°N),Slettvika,Occasional (3-5 years),Mid-Fjord,False,18.6,Ålesund,major,85,100.8,Bergen-Ålesund,90,3.0,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
20876,3,68.84437,14.85465,Zone 4: Northern (66-69°N),Børøya,Occasional (3-5 years),Inner Fjord,False,27.3,Sortland,small,25,87.0,Bodø-Tromsø,75,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
20897,2,68.94144,15.30745,Zone 4: Northern (66-69°N),Gisløy S,Sporadic (0-2 years),Inner Fjord,False,27.2,Sortland,small,25,78.7,Bodø-Tromsø,75,2.4,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
21016,4,70.549515,22.955883,Zone 5: Arctic (69-71°N),Husfjord,Occasional (3-5 years),Mid-Fjord,False,32.3,Hammerfest,medium,45,75.0,Tromsø-Hammerfest,60,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
21055,0,59.337482,5.987767,Zone 1: Southern (58-60°N),Foldøy Ø,Sporadic (0-2 years),Mid-Fjord,False,39.7,Haugesund,medium,65,44.4,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
21176,5,68.08141,16.321417,Zone 4: Northern (66-69°N),Risvik,Occasional (3-5 years),Inner Fjord,False,72.8,Svolvær,medium,45,44.0,Bodø-Tromsø,75,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
21335,3,61.1936,5.801617,Zone 2: Western (60-63°N),Floteneset,Occasional (3-5 years),Mid-Fjord,False,62.3,Florø,medium,45,28.7,Bergen-Ålesund,90,2.5,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
21336,3,61.16942,5.807467,Zone 2: Western (60-63°N),Djupeleget,Occasional (3-5 years),Mid-Fjord,False,64.5,Florø,medium,45,31.4,Bergen-Ålesund,90,2.3,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
21337,5,66.325066,12.648067,Zone 4: Northern (66-69°N),Kveitholmen,Occasional (3-5 years),Inner Fjord,False,36.3,Sandnessjøen,small,25,109.3,Trondheim-Bodø,80,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
21397,6,67.033165,13.96735,Zone 4: Northern (66-69°N),Midt- Femris,Recurrent (6-8 years),Inner Fjord,False,35.2,Bodø,major,80,195.7,Bodø-Tromsø,75,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
21415,6,59.285484,5.8583,Zone 1: Southern (58-60°N),Dyrholmen,Recurrent (6-8 years),Mid-Fjord,False,34.2,Haugesund,medium,65,45.4,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
21495,0,64.96537,11.532783,Zone 3: Mid (63-66°N),Risværgalten,Sporadic (0-2 years),Mid-Fjord,False,51.9,Namsos,small,25,59.1,Trondheim-Bodø,80,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
21516,5,68.05714,16.204468,Zone 4: Northern (66-69°N),Hulløyhamn Ø,Occasional (3-5 years),Inner Fjord,False,68.6,Svolvær,medium,45,48.4,Bodø-Tromsø,75,1.7,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
21517,0,67.534836,15.314517,Zone 4: Northern (66-69°N),Storvika,Sporadic (0-2 years),Inner Fjord,False,47.1,Bodø,major,80,117.4,Bodø-Tromsø,75,1.5,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
21676,4,64.60212,10.85345,Zone 3: Mid (63-66°N),Kråkholmen,Occasional (3-5 years),Mid-Fjord,False,33.0,Namsos,small,25,110.8,Trondheim-Bodø,80,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
21755,3,59.73605,5.884,Zone 1: Southern (58-60°N),Tendalsvik,Occasional (3-5 years),Mid-Fjord,False,49.9,Haugesund,medium,65,23.7,Stavanger-Bergen,100,3.0,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
21795,2,68.339714,15.38435,Zone 4: Northern (66-69°N),Skarvhausen,Sporadic (0-2 years),Inner Fjord,False,33.0,Stokmarknes,small,30,55.5,Bodø-Tromsø,75,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
21915,4,59.95238,5.283167,Zone 1: Southern (58-60°N),Matløyso,Occasional (3-5 years),Mid-Fjord,False,49.9,Bergen,major,100,35.8,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
21957,0,68.40231,16.859266,Zone 4: Northern (66-69°N),Hesjeholmen,Sporadic (0-2 years),Inner Fjord,False,46.7,Harstad,medium,50,8.4,Bodø-Tromsø,75,6.4,Close to Port (20-50km),On Shipping Lane (<10km),Medium Vessel Traffic
22015,4,61.16562,5.052417,Zone 2: Western (60-63°N),Fureneset,Occasional (3-5 years),Mid-Fjord,False,48.5,Florø,medium,45,49.0,Bergen-Ålesund,90,2.0,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
22035,4,66.30838,13.4324,Zone 4: Northern (66-69°N),Buktodden Nø,Occasional (3-5 years),Inner Fjord,False,30.0,Mo i Rana,small,30,116.8,Trondheim-Bodø,80,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
22095,2,59.983932,5.932317,Zone 1: Southern (58-60°N),Hågardsneset,Sporadic (0-2 years),Mid-Fjord,False,58.1,Bergen,major,100,44.4,Stavanger-Bergen,100,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
22315,3,60.22175,5.557367,Zone 2: Western (60-63°N),Skavhella,Occasional (3-5 years),Mid-Fjord,False,24.4,Bergen,major,100,63.8,Stavanger-Bergen,100,2.7,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
22335,3,62.802166,6.981267,Zone 2: Western (60-63°N),Storvika,Occasional (3-5 years),Mid-Fjord,False,16.0,Molde,medium,55,69.1,Ålesund-Trondheim,85,3.7,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
22435,1,68.67398,14.982483,Zone 4: Northern (66-69°N),Stretarneset,Sporadic (0-2 years),Inner Fjord,False,8.3,Stokmarknes,small,30,74.4,Bodø-Tromsø,75,6.0,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
22455,4,62.16655,5.5954,Zone 2: Western (60-63°N),Bjørlykkestranda,Occasional (3-5 years),Mid-Fjord,False,39.4,Måløy,medium,40,80.3,Bergen-Ålesund,90,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
22596,6,59.194416,5.800183,Zone 1: Southern (58-60°N),Hesbygrunnen,Recurrent (6-8 years),Mid-Fjord,False,33.3,Stavanger,major,95,53.5,Stavanger-Bergen,100,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
22775,7,65.001915,11.058617,Zone 3: Mid (63-66°N),Kvaløya,Recurrent (6-8 years),Mid-Fjord,False,59.8,Namsos,small,25,73.9,Trondheim-Bodø,80,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
22796,4,66.58763,13.096633,Zone 4: Northern (66-69°N),Renga S,Occasional (3-5 years),Inner Fjord,False,55.1,Mo i Rana,small,30,141.6,Trondheim-Bodø,80,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
22915,6,60.03818,5.114417,Zone 2: Western (60-63°N),Kalsøyflu,Recurrent (6-8 years),Mid-Fjord,False,41.6,Bergen,major,100,48.3,Stavanger-Bergen,100,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
22955,7,59.684235,5.589717,Zone 1: Southern (58-60°N),Svollandsneset,Recurrent (6-8 years),Mid-Fjord,False,35.7,Haugesund,medium,65,6.3,Stavanger-Bergen,100,8.2,Close to Port (20-50km),On Shipping Lane (<10km),Medium Vessel Traffic
22995,2,67.07103,14.113967,Zone 4: Northern (66-69°N),Oldervik,Sporadic (0-2 years),Inner Fjord,False,28.4,Bodø,major,80,188.6,Bodø-Tromsø,75,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
23055,6,69.0433,17.363234,Zone 5: Arctic (69-71°N),Storvika V,Recurrent (6-8 years),Inner Fjord,False,44.0,Harstad,medium,50,71.4,Bodø-Tromsø,75,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
23056,3,69.03788,17.264183,Zone 5: Arctic (69-71°N),Lekangsund II,Occasional (3-5 years),Inner Fjord,False,40.6,Harstad,medium,50,69.4,Bodø-Tromsø,75,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
23375,5,61.099983,5.729967,Zone 2: Western (60-63°N),Sørevik,Occasional (3-5 years),Mid-Fjord,False,68.0,Florø,medium,45,39.0,Bergen-Ålesund,90,2.0,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
23436,5,61.20635,4.938083,Zone 2: Western (60-63°N),Bjørnholmen,Occasional (3-5 years),Mid-Fjord,False,44.0,Florø,medium,45,51.3,Bergen-Ålesund,90,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
23695,6,62.34895,6.910767,Zone 2: Western (60-63°N),Skotungneset,Recurrent (6-8 years),Mid-Fjord,False,40.4,Ålesund,major,85,97.8,Ålesund-Trondheim,85,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
23755,3,68.785286,17.64295,Zone 4: Northern (66-69°N),Kjeiprød,Occasional (3-5 years),Inner Fjord,False,46.2,Harstad,medium,50,53.6,Bodø-Tromsø,75,2.0,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
23816,4,66.25645,12.89285,Zone 4: Northern (66-69°N),Nordbotnet,Occasional (3-5 years),Inner Fjord,False,31.5,Sandnessjøen,small,25,103.6,Trondheim-Bodø,80,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
24035,4,60.169834,5.69645,Zone 2: Western (60-63°N),Håvikvågen S,Occasional (3-5 years),Mid-Fjord,False,33.7,Bergen,major,100,58.9,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
24115,5,63.41975,8.411617,Zone 3: Mid (63-66°N),Singsholmen,Occasional (3-5 years),Mid-Fjord,False,50.5,Kristiansund,medium,60,52.7,Ålesund-Trondheim,85,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
24135,4,59.776333,5.9001,Zone 1: Southern (58-60°N),Utåker,Occasional (3-5 years),Mid-Fjord,False,53.9,Haugesund,medium,65,26.6,Stavanger-Bergen,100,2.7,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
24155,2,69.4194,17.337067,Zone 5: Arctic (69-71°N),Ytre Jøvik,Sporadic (0-2 years),Inner Fjord,False,68.0,Tromsø,major,85,111.1,Bodø-Tromsø,75,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24175,2,69.419464,17.287567,Zone 5: Arctic (69-71°N),Ytre Lavollsfjord,Sporadic (0-2 years),Inner Fjord,False,69.9,Tromsø,major,85,110.7,Bodø-Tromsø,75,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24196,1,63.482616,8.280283,Zone 3: Mid (63-66°N),Gjelsøya,Sporadic (0-2 years),Mid-Fjord,False,51.6,Kristiansund,medium,60,59.4,Ålesund-Trondheim,85,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
24197,2,63.415966,8.483883,Zone 3: Mid (63-66°N),Værøya Ø,Sporadic (0-2 years),Mid-Fjord,False,52.8,Kristiansund,medium,60,52.8,Ålesund-Trondheim,85,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
24295,5,66.81468,13.678183,Zone 4: Northern (66-69°N),Isbergan,Occasional (3-5 years),Inner Fjord,False,60.4,Mo i Rana,small,30,173.3,Trondheim-Bodø,80,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24315,4,64.117615,9.981417,Zone 3: Mid (63-66°N),Gjæsingen,Occasional (3-5 years),Mid-Fjord,False,75.3,Steinkjer,small,30,154.7,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24455,7,61.60395,5.186533,Zone 2: Western (60-63°N),Klavelandet,Recurrent (6-8 years),Mid-Fjord,False,9.9,Florø,medium,45,34.5,Bergen-Ålesund,90,6.0,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
24456,1,63.88,8.559183,Zone 3: Mid (63-66°N),Slettholmene,Sporadic (0-2 years),Mid-Fjord,False,96.9,Kristiansund,medium,60,104.5,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24495,5,60.05237,5.793417,Zone 2: Western (60-63°N),Nystølvågen,Occasional (3-5 years),Mid-Fjord,False,47.4,Bergen,major,100,47.7,Stavanger-Bergen,100,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
24535,3,70.34161,23.392467,Zone 5: Arctic (69-71°N),Storholmen,Occasional (3-5 years),Mid-Fjord,False,41.6,Hammerfest,medium,45,80.0,Tromsø-Hammerfest,60,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
24575,4,64.18452,10.1222,Zone 3: Mid (63-66°N),Farmannsøya,Occasional (3-5 years),Mid-Fjord,False,70.3,Steinkjer,small,30,164.7,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24615,0,61.684685,4.915333,Zone 2: Western (60-63°N),Grunnsøya,Sporadic (0-2 years),Mid-Fjord,False,10.5,Florø,medium,45,51.5,Bergen-Ålesund,90,5.3,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
24695,7,64.5961,11.273417,Zone 3: Mid (63-66°N),Årnes,Recurrent (6-8 years),Mid-Fjord,False,15.3,Namsos,small,25,99.5,Trondheim-Bodø,80,3.6,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
24696,4,63.759167,8.449133,Zone 3: Mid (63-66°N),Ørnøya II,Occasional (3-5 years),Mid-Fjord,False,82.4,Kristiansund,medium,60,90.5,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
24715,4,59.097282,5.835917,Zone 1: Southern (58-60°N),Langholmen,Occasional (3-5 years),Mid-Fjord,False,23.3,Stavanger,major,95,64.5,Stavanger-Bergen,100,2.8,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
24735,4,60.1282,5.400467,Zone 2: Western (60-63°N),Gulholmen,Occasional (3-5 years),Mid-Fjord,False,30.8,Bergen,major,100,53.6,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
24937,2,59.87075,5.725017,Zone 1: Southern (58-60°N),Nebbo,Sporadic (0-2 years),Mid-Fjord,False,57.7,Haugesund,medium,65,27.7,Stavanger-Bergen,100,2.6,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
24975,7,60.069283,5.351183,Zone 2: Western (60-63°N),Kvernavika,Recurrent (6-8 years),Mid-Fjord,False,37.0,Bergen,major,100,47.5,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
25055,9,61.07662,5.38595,Zone 2: Western (60-63°N),Bekksneset,Persistent (9-10 years),Mid-Fjord,True,61.9,Florø,medium,45,46.0,Bergen-Ålesund,90,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
25235,2,64.94605,11.372467,Zone 3: Mid (63-66°N),Humulen,Sporadic (0-2 years),Mid-Fjord,False,50.1,Namsos,small,25,66.0,Trondheim-Bodø,80,1.7,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
25695,2,62.259983,5.929183,Zone 2: Western (60-63°N),Gjerde,Sporadic (0-2 years),Mid-Fjord,False,30.2,Ålesund,major,85,90.8,Bergen-Ålesund,90,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
25736,4,67.92367,16.211782,Zone 4: Northern (66-69°N),Josommarset,Occasional (3-5 years),Inner Fjord,False,74.0,Svolvær,medium,45,62.1,Bodø-Tromsø,75,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
25815,7,59.723484,5.533483,Zone 1: Southern (58-60°N),Tittelsnes,Recurrent (6-8 years),Mid-Fjord,False,38.4,Haugesund,medium,65,8.4,Stavanger-Bergen,100,6.6,Close to Port (20-50km),On Shipping Lane (<10km),Medium Vessel Traffic
25835,6,60.155632,5.231417,Zone 2: Western (60-63°N),Flatøyflu,Recurrent (6-8 years),Mid-Fjord,False,27.5,Bergen,major,100,58.3,Stavanger-Bergen,100,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
25855,0,69.66272,18.17765,Zone 5: Arctic (69-71°N),Tussøya,Sporadic (0-2 years),Mid-Fjord,False,32.7,Tromsø,major,85,133.3,Tromsø-Hammerfest,60,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
25895,6,59.892982,5.665817,Zone 1: Southern (58-60°N),Flornes,Recurrent (6-8 years),Mid-Fjord,False,58.7,Haugesund,medium,65,28.6,Stavanger-Bergen,100,2.5,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
25896,9,59.875767,5.638817,Zone 1: Southern (58-60°N),Skorpo,Persistent (9-10 years),Mid-Fjord,True,56.3,Haugesund,medium,65,26.3,Stavanger-Bergen,100,2.7,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
26055,5,68.863716,16.403032,Zone 4: Northern (66-69°N),Toppsund Øst,Occasional (3-5 years),Inner Fjord,False,8.1,Harstad,medium,50,47.7,Bodø-Tromsø,75,6.5,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
26135,5,63.457565,9.076,Zone 3: Mid (63-66°N),Kjørsvikgrunn,Occasional (3-5 years),Mid-Fjord,False,66.4,Trondheim,major,95,68.7,Ålesund-Trondheim,85,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
26155,2,63.44779,8.958173,Zone 3: Mid (63-66°N),Slåttholmen,Sporadic (0-2 years),Mid-Fjord,False,72.2,Trondheim,major,95,64.6,Ålesund-Trondheim,85,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
26235,3,59.6088,5.5269,Zone 1: Southern (58-60°N),Stualand,Occasional (3-5 years),Mid-Fjord,False,26.6,Haugesund,medium,65,4.8,Stavanger-Bergen,100,10.4,Close to Port (20-50km),On Shipping Lane (<10km),High Vessel Traffic
26295,4,60.779133,5.1608,Zone 2: Western (60-63°N),Langøy,Occasional (3-5 years),Mid-Fjord,False,42.9,Bergen,major,100,81.2,Bergen-Ålesund,90,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
26315,4,64.7659,10.9128,Zone 3: Mid (63-66°N),Nordgjæslingan,Occasional (3-5 years),Mid-Fjord,False,40.8,Namsos,small,25,95.6,Trondheim-Bodø,80,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
26335,3,64.79955,11.025933,Zone 3: Mid (63-66°N),Geitholmen,Occasional (3-5 years),Mid-Fjord,False,40.4,Namsos,small,25,89.1,Trondheim-Bodø,80,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
26435,7,61.111584,6.0423,Zone 2: Western (60-63°N),Mjølsvik,Recurrent (6-8 years),Mid-Fjord,False,77.9,Florø,medium,45,40.8,Bergen-Ålesund,90,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
26495,3,68.412636,16.526934,Zone 4: Northern (66-69°N),Jevik,Occasional (3-5 years),Inner Fjord,False,43.2,Harstad,medium,50,8.2,Bodø-Tromsø,75,6.6,Close to Port (20-50km),On Shipping Lane (<10km),Medium Vessel Traffic
26575,8,59.520332,6.337233,Zone 1: Southern (58-60°N),Teigane,Recurrent (6-8 years),Mid-Fjord,False,60.3,Haugesund,medium,65,49.5,Stavanger-Bergen,100,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
26595,5,60.035816,5.342217,Zone 2: Western (60-63°N),Djupevika,Occasional (3-5 years),Mid-Fjord,False,40.6,Bergen,major,100,43.9,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
26615,2,68.76693,16.06485,Zone 4: Northern (66-69°N),Haug,Sporadic (0-2 years),Inner Fjord,False,18.0,Harstad,medium,50,43.8,Bodø-Tromsø,75,3.7,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
26675,3,66.3565,12.530117,Zone 4: Northern (66-69°N),Leirhholmen,Occasional (3-5 years),Inner Fjord,False,39.9,Sandnessjøen,small,25,112.4,Trondheim-Bodø,80,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
26738,0,59.167885,5.920667,Zone 1: Southern (58-60°N),Skiftesvika,Sporadic (0-2 years),Mid-Fjord,False,32.4,Stavanger,major,95,58.8,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
26775,7,63.819233,8.636133,Zone 3: Mid (63-66°N),Fjølværet Ø,Recurrent (6-8 years),Mid-Fjord,False,92.8,Kristiansund,medium,60,98.3,Ålesund-Trondheim,85,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
26795,3,64.41853,10.696033,Zone 3: Mid (63-66°N),Austvika,Occasional (3-5 years),Mid-Fjord,False,39.7,Namsos,small,25,131.5,Trondheim-Bodø,80,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
26935,6,69.06865,17.061447,Zone 5: Arctic (69-71°N),Frovågneset,Recurrent (6-8 years),Inner Fjord,False,37.5,Harstad,medium,50,70.5,Bodø-Tromsø,75,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
26955,0,59.4592,5.852867,Zone 1: Southern (58-60°N),Hettaneset,Sporadic (0-2 years),Mid-Fjord,False,32.1,Haugesund,medium,65,29.2,Stavanger-Bergen,100,3.2,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
27015,2,70.14118,22.245033,Zone 5: Arctic (69-71°N),Kjøsen,Sporadic (0-2 years),Mid-Fjord,False,48.4,Alta,small,30,34.0,Tromsø-Hammerfest,60,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
