Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Port_km,Nearest_Port,Port_Size,Port_Traffic,Distance_to_Lane_km,Nearest_Lane,Lane_Traffic,Vessel_Score,Port_Distance_Category,Lane_Distance_Category,Vessel_Traffic_Level
11736,10,61.0559,4.866617,Zone 2: Western (60-63°N),Fureholmen S,Persistent (9-10 years),Mid-Fjord,True,61.1,Florø,medium,45,64.6,Bergen-Ålesund,90,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11737,2,60.944233,4.882817,Zone 2: Western (60-63°N),Skorpa,Sporadic (0-2 years),Mid-Fjord,False,64.8,Bergen,major,100,73.1,Bergen-Ålesund,90,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11738,7,60.68693,4.907933,Zone 2: Western (60-63°N),Otterholmen,Recurrent (6-8 years),Mid-Fjord,False,38.5,Bergen,major,100,96.4,Bergen-Ålesund,90,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11740,7,60.404766,4.93995,Zone 2: Western (60-63°N),Haverøy,Recurrent (6-8 years),Mid-Fjord,False,19.9,Bergen,major,100,89.7,Stavanger-Bergen,100,2.9,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
11749,5,60.9452,4.84605,Zone 2: Western (60-63°N),Bårøy,Occasional (3-5 years),Mid-Fjord,False,65.6,Bergen,major,100,74.3,Bergen-Ålesund,90,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11754,3,60.727882,4.8641,Zone 2: Western (60-63°N),Bøøy,Occasional (3-5 years),Mid-Fjord,False,43.7,Bergen,major,100,93.6,Bergen-Ålesund,90,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11756,1,60.77465,4.8536,Zone 2: Western (60-63°N),Allersholmen,Sporadic (0-2 years),Mid-Fjord,False,48.4,Bergen,major,100,89.4,Bergen-Ålesund,90,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11758,4,60.592335,4.857833,Zone 2: Western (60-63°N),Sauøy Ø,Occasional (3-5 years),Mid-Fjord,False,32.4,Bergen,major,100,107.1,Bergen-Ålesund,90,2.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11763,7,60.5735,4.818517,Zone 2: Western (60-63°N),Knappen,Recurrent (6-8 years),Mid-Fjord,False,32.8,Bergen,major,100,109.6,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11767,1,61.04395,4.724283,Zone 2: Western (60-63°N),Langøy,Sporadic (0-2 years),Mid-Fjord,False,63.7,Florø,medium,45,71.3,Bergen-Ålesund,90,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11770,4,60.6826,4.759533,Zone 2: Western (60-63°N),Rotøy,Occasional (3-5 years),Mid-Fjord,False,43.3,Bergen,major,100,100.9,Bergen-Ålesund,90,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11771,0,60.792717,4.693633,Zone 2: Western (60-63°N),Grisholmsundet,Sporadic (0-2 years),Mid-Fjord,False,54.9,Bergen,major,100,92.8,Bergen-Ålesund,90,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11772,1,60.789734,4.700983,Zone 2: Western (60-63°N),Moldøyosen,Sporadic (0-2 years),Mid-Fjord,False,54.4,Bergen,major,100,92.8,Bergen-Ålesund,90,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11775,7,61.467815,5.2203,Zone 2: Western (60-63°N),Kviteskjeret,Recurrent (6-8 years),Mid-Fjord,False,18.8,Florø,medium,45,28.3,Bergen-Ålesund,90,4.2,Very Close to Port (<20km),Near Lane (10-30km),Low Vessel Traffic
11776,3,61.557716,5.215333,Zone 2: Western (60-63°N),Sveholmane,Occasional (3-5 years),Mid-Fjord,False,12.4,Florø,medium,45,30.9,Bergen-Ålesund,90,5.3,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11783,5,61.40663,5.080817,Zone 2: Western (60-63°N),Hella,Occasional (3-5 years),Mid-Fjord,False,22.0,Florø,medium,45,36.0,Bergen-Ålesund,90,3.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11786,1,61.37475,4.965133,Zone 2: Western (60-63°N),Høyvika,Sporadic (0-2 years),Mid-Fjord,False,25.2,Florø,medium,45,42.7,Bergen-Ålesund,90,3.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11791,2,61.6319,4.863433,Zone 2: Western (60-63°N),Langeråa,Sporadic (0-2 years),Mid-Fjord,False,8.1,Florø,medium,45,51.3,Bergen-Ålesund,90,6.5,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11793,4,61.28417,4.727567,Zone 2: Western (60-63°N),Ånnaholmane,Occasional (3-5 years),Mid-Fjord,False,38.1,Florø,medium,45,57.7,Bergen-Ålesund,90,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11800,6,61.49072,5.169133,Zone 2: Western (60-63°N),Austneståa,Recurrent (6-8 years),Mid-Fjord,False,15.1,Florø,medium,45,31.3,Bergen-Ålesund,90,4.7,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
11803,5,61.316433,5.1563,Zone 2: Western (60-63°N),Kyravika,Occasional (3-5 years),Mid-Fjord,False,32.7,Florø,medium,45,35.1,Bergen-Ålesund,90,2.9,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11807,4,61.505882,5.1143,Zone 2: Western (60-63°N),Marøytåa,Occasional (3-5 years),Mid-Fjord,False,12.1,Florø,medium,45,34.4,Bergen-Ålesund,90,5.2,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11809,4,61.894566,5.0616,Zone 2: Western (60-63°N),Krabbestig,Occasional (3-5 years),Mid-Fjord,False,2.1,Måløy,medium,40,61.5,Bergen-Ålesund,90,16.9,Very Close to Port (<20km),Far from Lane (>60km),High Vessel Traffic
11813,3,61.303116,5.101167,Zone 2: Western (60-63°N),Svinøy V,Occasional (3-5 years),Mid-Fjord,False,33.5,Florø,medium,45,38.4,Bergen-Ålesund,90,2.7,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11814,1,61.30595,5.072183,Zone 2: Western (60-63°N),Furevika,Sporadic (0-2 years),Mid-Fjord,False,33.0,Florø,medium,45,39.6,Bergen-Ålesund,90,2.7,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11833,6,61.57615,4.807333,Zone 2: Western (60-63°N),Flåtegrunnen,Recurrent (6-8 years),Mid-Fjord,False,10.6,Florø,medium,45,52.1,Bergen-Ålesund,90,5.3,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11854,3,58.225533,6.682717,Zone 1: Southern (58-60°N),Pinnen,Occasional (3-5 years),Mid-Fjord,False,78.8,Kristiansand,major,90,32.1,Kristiansand-Stavanger,95,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11856,4,58.223434,6.63615,Zone 1: Southern (58-60°N),Salvågvika,Occasional (3-5 years),Mid-Fjord,False,81.5,Kristiansand,major,90,33.3,Kristiansand-Stavanger,95,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11857,4,58.2074,6.63505,Zone 1: Southern (58-60°N),Buksevika,Occasional (3-5 years),Mid-Fjord,False,81.3,Kristiansand,major,90,34.9,Kristiansand-Stavanger,95,2.0,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11858,1,58.2316,6.628533,Zone 1: Southern (58-60°N),Støytland,Sporadic (0-2 years),Mid-Fjord,False,82.0,Kristiansand,major,90,32.6,Kristiansand-Stavanger,95,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11861,4,58.24148,6.5958,Zone 1: Southern (58-60°N),Skipningsdalen,Occasional (3-5 years),Mid-Fjord,False,84.1,Kristiansand,major,90,32.4,Kristiansand-Stavanger,95,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11864,5,58.24867,6.53675,Zone 1: Southern (58-60°N),Napp,Occasional (3-5 years),Mid-Fjord,False,87.4,Stavanger,major,95,33.5,Kristiansand-Stavanger,95,2.0,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11888,1,59.31445,6.170917,Zone 1: Southern (58-60°N),Sandvik,Sporadic (0-2 years),Mid-Fjord,False,50.4,Haugesund,medium,65,53.3,Stavanger-Bergen,100,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
11893,6,59.2699,6.14295,Zone 1: Southern (58-60°N),Fosså,Recurrent (6-8 years),Mid-Fjord,False,48.4,Stavanger,major,95,55.9,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Moderate (30-60km),Minimal Vessel Traffic
11907,5,58.87195,6.123217,Zone 1: Southern (58-60°N),Gråtnes,Occasional (3-5 years),Mid-Fjord,False,24.6,Stavanger,major,95,59.1,Kristiansand-Stavanger,95,2.8,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11908,4,58.854916,6.124417,Zone 1: Southern (58-60°N),Oltesvik,Occasional (3-5 years),Mid-Fjord,False,25.0,Stavanger,major,95,57.7,Kristiansand-Stavanger,95,2.8,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11913,5,59.2933,6.0729,Zone 1: Southern (58-60°N),Kjeahola,Occasional (3-5 years),Mid-Fjord,False,45.6,Haugesund,medium,65,51.3,Stavanger-Bergen,100,2.0,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11920,4,59.4664,6.0262,Zone 1: Southern (58-60°N),Herøy,Occasional (3-5 years),Mid-Fjord,False,41.9,Haugesund,medium,65,36.1,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11922,0,58.910084,6.079483,Zone 1: Southern (58-60°N),Oanes Sjø,Sporadic (0-2 years),Mid-Fjord,False,21.9,Stavanger,major,95,63.9,Kristiansand-Stavanger,95,3.0,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11925,3,59.399384,6.020533,Zone 1: Southern (58-60°N),Vintraviki,Occasional (3-5 years),Mid-Fjord,False,40.9,Haugesund,medium,65,40.6,Stavanger-Bergen,100,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11928,3,59.230766,6.004483,Zone 1: Southern (58-60°N),Langavika,Occasional (3-5 years),Mid-Fjord,False,40.8,Stavanger,major,95,54.8,Stavanger-Bergen,100,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11930,7,59.45165,5.991917,Zone 1: Southern (58-60°N),Bjelkavik,Recurrent (6-8 years),Mid-Fjord,False,39.7,Haugesund,medium,65,35.5,Stavanger-Bergen,100,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11939,5,59.2051,5.966083,Zone 1: Southern (58-60°N),Smal-Skar,Occasional (3-5 years),Mid-Fjord,False,37.3,Stavanger,major,95,56.2,Stavanger-Bergen,100,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11957,4,58.9542,5.943617,Zone 1: Southern (58-60°N),Indre Slettavikneset,Occasional (3-5 years),Mid-Fjord,False,15.3,Stavanger,major,95,72.9,Kristiansand-Stavanger,95,3.7,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
11964,1,59.405468,5.8631,Zone 1: Southern (58-60°N),RingYes,Sporadic (0-2 years),Mid-Fjord,False,32.0,Haugesund,medium,65,34.1,Stavanger-Bergen,100,2.9,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11966,3,59.49595,5.840517,Zone 1: Southern (58-60°N),Skigelstrand,Occasional (3-5 years),Mid-Fjord,False,32.5,Haugesund,medium,65,25.8,Stavanger-Bergen,100,3.4,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
11971,3,58.97685,5.867383,Zone 1: Southern (58-60°N),Store Teistholmen Ø,Occasional (3-5 years),Mid-Fjord,False,12.9,Stavanger,major,95,77.8,Kristiansand-Stavanger,95,4.2,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
11972,6,59.116768,5.8545,Zone 1: Southern (58-60°N),Prestholmane,Recurrent (6-8 years),Mid-Fjord,False,25.7,Stavanger,major,95,62.7,Stavanger-Bergen,100,2.7,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12003,5,59.06428,5.722617,Zone 1: Southern (58-60°N),Rossholmen N,Occasional (3-5 years),Mid-Fjord,False,18.3,Stavanger,major,95,66.5,Stavanger-Bergen,100,3.3,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12007,7,59.08215,5.71055,Zone 1: Southern (58-60°N),Dale II,Recurrent (6-8 years),Mid-Fjord,False,20.3,Stavanger,major,95,64.4,Stavanger-Bergen,100,3.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12011,5,59.290417,5.6765,Zone 1: Southern (58-60°N),Håøya Nø,Occasional (3-5 years),Mid-Fjord,False,24.7,Haugesund,medium,65,41.3,Stavanger-Bergen,100,3.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12018,5,60.394608,6.275128,Zone 2: Western (60-63°N),Rossholmen,Occasional (3-5 years),Mid-Fjord,False,53.8,Bergen,major,100,93.5,Stavanger-Bergen,100,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12019,5,60.248016,6.2014,Zone 2: Western (60-63°N),Saltkjelen II,Occasional (3-5 years),Mid-Fjord,False,52.6,Bergen,major,100,77.3,Stavanger-Bergen,100,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12022,3,60.2564,6.16585,Zone 2: Western (60-63°N),Ljonesbjørgene,Occasional (3-5 years),Mid-Fjord,False,50.4,Bergen,major,100,77.1,Stavanger-Bergen,100,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12033,1,60.191017,5.967617,Zone 2: Western (60-63°N),Dysvik,Sporadic (0-2 years),Mid-Fjord,False,43.6,Bergen,major,100,65.7,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12035,2,60.107418,5.939833,Zone 2: Western (60-63°N),Hondskår,Sporadic (0-2 years),Mid-Fjord,False,48.1,Bergen,major,100,56.6,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Moderate (30-60km),Minimal Vessel Traffic
12036,2,60.12602,5.931333,Zone 2: Western (60-63°N),Hisdalen,Sporadic (0-2 years),Mid-Fjord,False,46.4,Bergen,major,100,58.3,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Moderate (30-60km),Minimal Vessel Traffic
12040,2,59.975735,5.909183,Zone 1: Southern (58-60°N),Brandaskuta,Sporadic (0-2 years),Mid-Fjord,False,58.1,Bergen,major,100,42.9,Stavanger-Bergen,100,2.0,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
12047,7,60.176,5.7244,Zone 2: Western (60-63°N),Mjåneset,Recurrent (6-8 years),Mid-Fjord,False,34.3,Bergen,major,100,59.9,Stavanger-Bergen,100,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12048,5,60.0711,5.736867,Zone 2: Western (60-63°N),Skiftesneset N,Occasional (3-5 years),Mid-Fjord,False,43.9,Bergen,major,100,48.8,Stavanger-Bergen,100,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12067,4,60.24995,5.571917,Zone 2: Western (60-63°N),Aldalen,Occasional (3-5 years),Mid-Fjord,False,22.5,Bergen,major,100,67.0,Stavanger-Bergen,100,2.9,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12071,7,59.55078,6.5131,Zone 1: Southern (58-60°N),Ommundsteigen,Recurrent (6-8 years),Mid-Fjord,False,70.8,Haugesund,medium,65,58.3,Stavanger-Bergen,100,1.5,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12074,4,60.32422,6.318983,Zone 2: Western (60-63°N),Svåsandneset,Occasional (3-5 years),Mid-Fjord,False,56.9,Bergen,major,100,87.9,Stavanger-Bergen,100,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12077,7,60.10592,6.20525,Zone 2: Western (60-63°N),Tveitnesvik,Recurrent (6-8 years),Mid-Fjord,False,59.9,Bergen,major,100,64.3,Stavanger-Bergen,100,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12078,3,60.215935,6.156667,Zone 2: Western (60-63°N),Gangdal,Occasional (3-5 years),Mid-Fjord,False,51.6,Bergen,major,100,73.0,Stavanger-Bergen,100,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12081,3,60.220966,6.139567,Zone 2: Western (60-63°N),Straumneset,Occasional (3-5 years),Mid-Fjord,False,50.5,Bergen,major,100,73.0,Stavanger-Bergen,100,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12085,2,60.25865,6.055333,Zone 2: Western (60-63°N),Aplavika,Sporadic (0-2 years),Mid-Fjord,False,44.6,Bergen,major,100,74.6,Stavanger-Bergen,100,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12086,5,59.7601,6.074183,Zone 1: Southern (58-60°N),Alsåkervik,Occasional (3-5 years),Mid-Fjord,False,59.4,Haugesund,medium,65,34.6,Stavanger-Bergen,100,2.2,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
12095,4,60.1216,5.908883,Zone 2: Western (60-63°N),Bergadalen,Occasional (3-5 years),Mid-Fjord,False,45.8,Bergen,major,100,57.3,Stavanger-Bergen,100,1.9,Close to Port (20-50km),Moderate (30-60km),Minimal Vessel Traffic
12107,0,59.719917,5.857983,Zone 1: Southern (58-60°N),Molnes,Sporadic (0-2 years),Mid-Fjord,False,47.6,Haugesund,medium,65,21.6,Stavanger-Bergen,100,3.2,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12108,6,59.951782,5.82475,Zone 1: Southern (58-60°N),Skorpo Nv,Recurrent (6-8 years),Mid-Fjord,False,57.8,Bergen,major,100,38.2,Stavanger-Bergen,100,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
12109,2,59.71443,5.8238,Zone 1: Southern (58-60°N),Ebne,Sporadic (0-2 years),Mid-Fjord,False,45.9,Haugesund,medium,65,19.6,Stavanger-Bergen,100,3.5,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12114,2,59.5182,5.819867,Zone 1: Southern (58-60°N),Torsneset,Sporadic (0-2 years),Mid-Fjord,False,32.3,Haugesund,medium,65,23.3,Stavanger-Bergen,100,3.6,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12115,1,59.517033,5.81015,Zone 1: Southern (58-60°N),Ilsvåg,Sporadic (0-2 years),Mid-Fjord,False,31.7,Haugesund,medium,65,22.9,Stavanger-Bergen,100,3.6,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12126,1,59.759167,5.721467,Zone 1: Southern (58-60°N),Rossnes,Sporadic (0-2 years),Mid-Fjord,False,46.6,Haugesund,medium,65,17.4,Stavanger-Bergen,100,3.8,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12127,5,59.69998,5.722917,Zone 1: Southern (58-60°N),Mælen,Occasional (3-5 years),Mid-Fjord,False,41.1,Haugesund,medium,65,13.7,Stavanger-Bergen,100,4.6,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12128,1,59.71765,5.72205,Zone 1: Southern (58-60°N),Dyrnes,Sporadic (0-2 years),Mid-Fjord,False,42.7,Haugesund,medium,65,14.6,Stavanger-Bergen,100,4.3,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12134,6,59.76077,5.686767,Zone 1: Southern (58-60°N),Maradalen,Recurrent (6-8 years),Mid-Fjord,False,45.7,Haugesund,medium,65,16.2,Stavanger-Bergen,100,4.0,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12154,4,60.8675,5.55215,Zone 2: Western (60-63°N),Smørdalen,Occasional (3-5 years),Mid-Fjord,False,53.9,Bergen,major,100,65.8,Bergen-Ålesund,90,1.7,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12156,2,60.436584,5.564833,Zone 2: Western (60-63°N),Blom,Sporadic (0-2 years),Mid-Fjord,False,15.1,Bergen,major,100,87.7,Stavanger-Bergen,100,3.7,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12178,8,61.0985,5.825533,Zone 2: Western (60-63°N),Bjønnspjotneset,Recurrent (6-8 years),Mid-Fjord,False,71.2,Florø,medium,45,39.4,Bergen-Ålesund,90,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12179,8,61.0795,5.8099,Zone 2: Western (60-63°N),Oslandsurda,Recurrent (6-8 years),Mid-Fjord,False,72.4,Florø,medium,45,41.4,Bergen-Ålesund,90,1.9,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
12192,6,61.467117,5.3136,Zone 2: Western (60-63°N),Skorva,Recurrent (6-8 years),Mid-Fjord,False,22.3,Florø,medium,45,23.3,Bergen-Ålesund,90,4.2,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
12209,2,62.135117,6.021433,Zone 2: Western (60-63°N),Rønstad,Sporadic (0-2 years),Mid-Fjord,False,41.7,Ålesund,major,85,77.7,Bergen-Ålesund,90,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12212,2,61.800816,5.982733,Zone 2: Western (60-63°N),Lindeneset,Sporadic (0-2 years),Mid-Fjord,False,47.8,Måløy,medium,40,41.0,Bergen-Ålesund,90,2.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12213,5,62.145317,5.94545,Zone 2: Western (60-63°N),Kvangardsnes,Occasional (3-5 years),Mid-Fjord,False,41.7,Ålesund,major,85,78.2,Bergen-Ålesund,90,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
12215,3,61.785934,5.977233,Zone 2: Western (60-63°N),Kleppeneset,Occasional (3-5 years),Mid-Fjord,False,47.9,Måløy,medium,40,39.3,Bergen-Ålesund,90,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12224,6,61.876534,5.722767,Zone 2: Western (60-63°N),Isane,Recurrent (6-8 years),Mid-Fjord,False,32.9,Måløy,medium,40,47.6,Bergen-Ålesund,90,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12236,4,61.9076,5.493317,Zone 2: Western (60-63°N),Endal Aust,Occasional (3-5 years),Mid-Fjord,False,20.7,Måløy,medium,40,52.8,Bergen-Ålesund,90,3.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
12237,5,62.116566,5.420717,Zone 2: Western (60-63°N),Brudevika,Occasional (3-5 years),Mid-Fjord,False,29.4,Måløy,medium,40,76.3,Bergen-Ålesund,90,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12239,3,62.83145,6.962733,Zone 2: Western (60-63°N),Kråknes,Occasional (3-5 years),Mid-Fjord,False,19.0,Molde,medium,55,69.3,Ålesund-Trondheim,85,3.2,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12244,3,62.728065,6.939283,Zone 2: Western (60-63°N),Setevika,Occasional (3-5 years),Mid-Fjord,False,13.7,Molde,medium,55,73.6,Ålesund-Trondheim,85,4.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12260,5,62.66477,6.696767,Zone 2: Western (60-63°N),Juvika,Occasional (3-5 years),Mid-Fjord,False,26.1,Molde,medium,55,87.7,Ålesund-Trondheim,85,2.4,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12265,7,62.4527,6.602483,Zone 2: Western (60-63°N),Gudmundset,Recurrent (6-8 years),Mid-Fjord,False,21.4,Ålesund,major,85,103.1,Ålesund-Trondheim,85,2.7,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12268,5,62.6431,6.54805,Zone 2: Western (60-63°N),Terningen,Occasional (3-5 years),Mid-Fjord,False,24.0,Ålesund,major,85,95.7,Ålesund-Trondheim,85,2.5,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12281,3,62.6695,6.356833,Zone 2: Western (60-63°N),Rogne,Occasional (3-5 years),Mid-Fjord,False,20.5,Ålesund,major,85,103.9,Ålesund-Trondheim,85,2.8,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12294,3,62.622368,6.224883,Zone 2: Western (60-63°N),Kjerstad,Occasional (3-5 years),Mid-Fjord,False,13.7,Ålesund,major,85,112.0,Ålesund-Trondheim,85,3.8,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
12298,4,62.55078,6.141583,Zone 2: Western (60-63°N),Røysa,Occasional (3-5 years),Mid-Fjord,False,6.4,Ålesund,major,85,118.9,Ålesund-Trondheim,85,7.2,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
12308,2,62.274883,6.00285,Zone 2: Western (60-63°N),Bjørndal,Sporadic (0-2 years),Mid-Fjord,False,27.1,Ålesund,major,85,92.9,Bergen-Ålesund,90,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
12348,6,63.617184,8.994133,Zone 3: Mid (63-66°N),Kåholmen,Recurrent (6-8 years),Mid-Fjord,False,74.1,Trondheim,major,95,82.1,Ålesund-Trondheim,85,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12357,5,63.80015,8.906083,Zone 3: Mid (63-66°N),Aursøysva,Occasional (3-5 years),Mid-Fjord,False,86.5,Trondheim,major,95,99.5,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12361,7,63.72368,8.8631,Zone 3: Mid (63-66°N),Bukkholmen S,Recurrent (6-8 years),Mid-Fjord,False,84.5,Trondheim,major,95,90.7,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12366,2,63.793617,8.854567,Zone 3: Mid (63-66°N),Raskjæret,Sporadic (0-2 years),Mid-Fjord,False,88.4,Trondheim,major,95,98.0,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12370,2,63.676964,8.75625,Zone 3: Mid (63-66°N),Måøydraga,Sporadic (0-2 years),Mid-Fjord,False,83.2,Kristiansund,medium,60,84.2,Ålesund-Trondheim,85,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12380,6,63.791096,8.60728,Zone 3: Mid (63-66°N),Langøya/Kvaløya,Recurrent (6-8 years),Mid-Fjord,False,89.4,Kristiansund,medium,60,95.0,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12383,4,63.63162,8.574817,Zone 3: Mid (63-66°N),Omsøyholman,Occasional (3-5 years),Mid-Fjord,False,73.7,Kristiansund,medium,60,77.2,Ålesund-Trondheim,85,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
12385,1,63.80621,8.567418,Zone 3: Mid (63-66°N),Lyngvær Ø II,Sporadic (0-2 years),Mid-Fjord,False,89.8,Kristiansund,medium,60,96.4,Ålesund-Trondheim,85,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
